state,district,total_cultivated_area_ha,dominant_crop,dominant_crop_area_ha,top_crops_summary
Nagaland,Dimapur,49577.6,Rice,24770.0,Rice: 24770.0ha; Oilseeds total: 4573.3ha; Rapeseed &Mustard: 4310.8ha; Maize: 3378.8ha; Soyabean: 2061.2ha
Nagaland,Kiphire,25537.0,Rice,11950.0,Rice: 11950.0ha; Maize: 3789.4ha; Other Rabi pulses: 2047.2ha; Other Kharif pulses: 1570.5ha; Oilseeds total: 1495.0ha
Nagaland,Kohima,37267.1,Rice,16260.0,Rice: 16260.0ha; Maize: 4610.5ha; Oilseeds total: 2791.7ha; Soyabean: 2081.2ha; Rapeseed &Mustard: 2030.2ha
Nagaland,Longleng,19732.9,Rice,8540.0,Rice: 8540.0ha; Maize: 3045.2ha; Other Rabi pulses: 1486.8ha; Oilseeds total: 1366.7ha; Soyabean: 1088.0ha
Nagaland,Mokokchung,35352.9,Rice,16690.0,Rice: 16690.0ha; Oilseeds total: 3146.7ha; Rapeseed &Mustard: 3118.0ha; Maize: 1977.0ha; Soyabean: 1120.8ha
Nagaland,Mon,33411.2,Rice,11393.8,Rice: 11393.8ha; Oilseeds total: 3893.3ha; Rapeseed &Mustard: 3558.2ha; Soyabean: 3071.8ha; Maize: 2813.5ha
Nagaland,Peren,23422.4,Rice,9022.5,Rice: 9022.5ha; Maize: 3100.0ha; Oilseeds total: 2571.7ha; Rapeseed &Mustard: 2478.0ha; Soyabean: 1075.8ha
Nagaland,Phek,39790.7,Rice,16845.0,Rice: 16845.0ha; Maize: 4423.4ha; Oilseeds total: 3381.7ha; Rapeseed &Mustard: 2900.5ha; Soyabean: 2131.2ha
Nagaland,Tuensang,46929.0,Rice,17205.0,Rice: 17205.0ha; Maize: 10148.5ha; Other Rabi pulses: 3486.5ha; Other Kharif pulses: 2959.2ha; Oilseeds total: 2701.7ha
Nagaland,Wokha,32128.7,Rice,13308.3,Rice: 13308.3ha; Oilseeds total: 2950.0ha; Maize: 2635.9ha; Rapeseed &Mustard: 2610.5ha; Soyabean: 1551.0ha
Nagaland,Zunheboto,46024.8,Rice,14690.0,Rice: 14690.0ha; Maize: 10102.5ha; Soyabean: 7652.0ha; Oilseeds total: 5323.3ha; Rapeseed &Mustard: 2120.5ha
Odisha,Anugul,66282.8,Rice,25081.7,Rice: 25081.7ha; Arhar/Tur: 9250.0ha; Other Rabi pulses: 5050.0ha; Onion: 4950.0ha; Garlic: 4070.0ha
Odisha,Balangir,156244.0,Rice,56811.7,Rice: 56811.7ha; Cotton(lint): 50800.0ha; Other Rabi pulses: 13650.0ha; Arhar/Tur: 8600.0ha; Cowpea(Lobia): 3570.0ha
Odisha,Baleshwar,105890.7,Rice,95715.6,Rice: 95715.6ha; Dry chillies: 2250.0ha; Coriander: 1200.0ha; Moong(Green Gram): 1009.7ha; Onion: 980.0ha
Odisha,Bargarh,127656.2,Rice,98363.3,Rice: 98363.3ha; Moong(Green Gram): 5322.0ha; Groundnut: 3690.8ha; Other Rabi pulses: 2940.0ha; Other Kharif pulses: 2880.0ha
Odisha,Bhadrak,85364.7,Rice,77585.0,Rice: 77585.0ha; Dry chillies: 1500.0ha; Sunflower: 1380.0ha; Moong(Green Gram): 1083.0ha; Garlic: 820.0ha
Odisha,Boudh,38786.6,Rice,20225.8,Rice: 20225.8ha; Arhar/Tur: 4810.0ha; Other Rabi pulses: 4030.0ha; Other Kharif pulses: 1640.0ha; Onion: 1200.0ha
Odisha,Cuttack,63756.4,Rice,37112.5,Rice: 37112.5ha; Moong(Green Gram): 12888.4ha; Urad: 3074.6ha; Dry chillies: 1900.0ha; Onion: 1130.0ha
Odisha,Deogarh,30989.7,Rice,21452.2,Rice: 21452.2ha; Arhar/Tur: 2900.0ha; Onion: 1150.0ha; Dry chillies: 1000.0ha; Cowpea(Lobia): 690.0ha
Odisha,Dhenkanal,43845.7,Rice,25743.3,Rice: 25743.3ha; Other Rabi pulses: 3910.0ha; Arhar/Tur: 3050.0ha; Onion: 1520.0ha; Coriander: 1200.0ha
Odisha,Gajapati,47501.6,Rice,13863.6,Rice: 13863.6ha; Maize: 7959.0ha; Arhar/Tur: 3100.0ha; Urad: 2275.8ha; Moong(Green Gram): 2264.0ha
Odisha,Ganjam,176088.5,Rice,89029.1,Rice: 89029.1ha; Moong(Green Gram): 24016.1ha; Other Kharif pulses: 16170.0ha; Arhar/Tur: 15470.0ha; Other Rabi pulses: 7030.0ha
Odisha,Jagatsinghapur,71370.5,Moong(Green Gram),39568.0,Moong(Green Gram): 39568.0ha; Rice: 27396.7ha; Dry chillies: 690.0ha; Onion: 570.0ha; Garlic: 450.0ha
Odisha,Jajapur,62274.1,Rice,38615.8,Rice: 38615.8ha; Moong(Green Gram): 7638.8ha; Groundnut: 4751.7ha; Urad: 2523.6ha; Other Kharif pulses: 2460.0ha
Odisha,Jharsuguda,27234.5,Rice,15779.2,Rice: 15779.2ha; Other Kharif pulses: 4120.0ha; Other Rabi pulses: 2020.0ha; Cowpea(Lobia): 1170.0ha; Onion: 1030.0ha
Odisha,Kalahandi,215223.6,Rice,70374.2,Rice: 70374.2ha; Cotton(lint): 59800.0ha; Arhar/Tur: 19350.0ha; Other Rabi pulses: 17290.0ha; Other Kharif pulses: 13480.0ha
Odisha,Kandhamal,50293.3,Turmeric,17700.0,Turmeric: 17700.0ha; Rice: 12405.0ha; Arhar/Tur: 4570.0ha; Ginger: 2920.0ha; Sweet potato: 2090.0ha
Odisha,Kendrapara,66466.6,Rice,41608.3,Rice: 41608.3ha; Moong(Green Gram): 18374.8ha; Urad: 2147.4ha; Cowpea(Lobia): 1060.0ha; Onion: 660.0ha
Odisha,Kendujhar,92507.0,Rice,59973.3,Rice: 59973.3ha; Cowpea(Lobia): 5605.0ha; Gram: 4110.0ha; Arhar/Tur: 2690.0ha; Peas & beans (Pulses): 2680.0ha
Odisha,Khordha,48565.6,Rice,35631.0,Rice: 35631.0ha; Moong(Green Gram): 7820.5ha; Dry chillies: 690.0ha; Garlic: 670.0ha; Urad: 527.2ha
Odisha,Koraput,126336.3,Rice,42253.3,Rice: 42253.3ha; Small millets: 12810.0ha; Other Kharif pulses: 11580.0ha; Niger seed: 10049.2ha; Ragi: 7806.9ha
Odisha,Malkangiri,54736.2,Rice,32700.8,Rice: 32700.8ha; Sesamum: 4416.2ha; Sweet potato: 2000.0ha; Ragi: 1878.6ha; Other Kharif pulses: 1870.0ha
Odisha,Mayurbhanj,149671.5,Rice,107441.7,Rice: 107441.7ha; Cowpea(Lobia): 7875.0ha; Other Kharif pulses: 6910.0ha; Arhar/Tur: 5800.0ha; Linseed: 3300.0ha
Odisha,Nabarangpur,86076.9,Rice,43809.2,Rice: 43809.2ha; Maize: 15748.4ha; Horse-gram: 3844.8ha; Urad: 3097.2ha; Other Rabi pulses: 2950.0ha
Odisha,Nayagarh,80602.4,Rice,50872.9,Rice: 50872.9ha; Moong(Green Gram): 14809.0ha; Other Rabi pulses: 2340.0ha; Urad: 1999.0ha; Other Kharif pulses: 1750.0ha
Odisha,Nuapada,79365.1,Rice,31066.7,Rice: 31066.7ha; Cotton(lint): 10340.0ha; Other Rabi pulses: 7360.0ha; Arhar/Tur: 5040.0ha; Other Kharif pulses: 4300.0ha
Odisha,Puri,79270.6,Rice,49693.3,Rice: 49693.3ha; Moong(Green Gram): 23249.8ha; Urad: 2348.8ha; Groundnut: 1302.5ha; Coriander: 500.0ha
Odisha,Rayagada,106967.6,Cotton(lint),36110.0,Cotton(lint): 36110.0ha; Rice: 18468.3ha; Arhar/Tur: 16120.0ha; Small millets: 5430.0ha; Other Kharif pulses: 5200.0ha
Odisha,Sambalpur,61545.0,Rice,46732.5,Rice: 46732.5ha; Arhar/Tur: 2790.0ha; Dry chillies: 2395.0ha; Cowpea(Lobia): 1470.0ha; Other Rabi pulses: 1250.0ha
Odisha,Sonepur,65836.7,Rice,46267.5,Rice: 46267.5ha; Arhar/Tur: 6130.0ha; Cotton(lint): 4350.0ha; Cowpea(Lobia): 1510.0ha; Other Rabi pulses: 1500.0ha
Odisha,Sundargarh,99372.6,Rice,65321.7,Rice: 65321.7ha; Arhar/Tur: 7500.0ha; Cowpea(Lobia): 4020.0ha; Horse-gram: 2646.5ha; Dry chillies: 2630.0ha
Puducherry,Karaikal,3035.0,Rice,1610.2,Rice: 1610.2ha; Moong(Green Gram): 636.8ha; Cotton(lint): 303.8ha; Urad: 258.5ha; Coconut: 189.2ha
Puducherry,Mahe,550.7,Coconut,458.0,Coconut: 458.0ha; Arecanut: 52.2ha; Banana: 23.0ha; Black pepper: 10.5ha; Tapioca: 5.0ha
Puducherry,Pondicherry,7441.5,Rice,4183.0,Rice: 4183.0ha; Sugarcane: 1468.5ha; Coconut: 970.5ha; Banana: 225.2ha; Cashewnut: 140.8ha
Puducherry,Yanam,518.7,Coconut,275.8,Coconut: 275.8ha; Rice: 220.9ha; Urad: 17.3ha; Moong(Green Gram): 4.7ha
Punjab,Amritsar,381539.3,Wheat,188500.0,Wheat: 188500.0ha; Rice: 180250.0ha; Sugarcane: 5900.0ha; Rapeseed &Mustard: 1725.0ha; Maize: 1700.0ha
Punjab,Barnala,232732.1,Wheat,114250.0,Wheat: 114250.0ha; Rice: 113250.0ha; Cotton(lint): 2550.0ha; Sugarcane: 825.0ha; Rapeseed &Mustard: 575.0ha
Punjab,Bathinda,520383.3,Wheat,254250.0,Wheat: 254250.0ha; Rice: 164500.0ha; Cotton(lint): 91275.0ha; Guar seed: 6275.0ha; Rapeseed &Mustard: 2225.0ha
Punjab,Faridkot,234741.7,Wheat,116250.0,Wheat: 116250.0ha; Rice: 115500.0ha; Cotton(lint): 1825.0ha; Rapeseed &Mustard: 400.0ha; Moong(Green Gram): 400.0ha
Punjab,Fatehgarh Sahib,177366.7,Rice,86000.0,Rice: 86000.0ha; Wheat: 84750.0ha; Sugarcane: 2925.0ha; Sunflower: 1950.0ha; Rapeseed &Mustard: 575.0ha
Punjab,Fazilka,446917.9,Wheat,207750.0,Wheat: 207750.0ha; Rice: 131250.0ha; Cotton(lint): 82350.0ha; Guar seed: 12025.0ha; Rapeseed &Mustard: 5425.0ha
Punjab,Firozepur,357071.4,Wheat,186250.0,Wheat: 186250.0ha; Rice: 168000.0ha; Maize: 1200.0ha; Moong(Green Gram): 471.4ha; Sesamum: 425.0ha
Punjab,Gurdaspur,384016.7,Wheat,184500.0,Wheat: 184500.0ha; Rice: 174250.0ha; Sugarcane: 21300.0ha; Rapeseed &Mustard: 2100.0ha; Maize: 800.0ha
Punjab,Hoshiarpur,306391.7,Wheat,144000.0,Wheat: 144000.0ha; Rice: 75500.0ha; Maize: 55450.0ha; Sugarcane: 23325.0ha; Rapeseed &Mustard: 3625.0ha
Punjab,Jalandhar,361133.3,Rice,172250.0,Rice: 172250.0ha; Wheat: 170000.0ha; Sugarcane: 10525.0ha; Maize: 6025.0ha; Rapeseed &Mustard: 800.0ha
Punjab,Kapurthala,233133.3,Rice,118500.0,Rice: 118500.0ha; Wheat: 108000.0ha; Sugarcane: 3975.0ha; Maize: 1575.0ha; Rapeseed &Mustard: 500.0ha
Punjab,Ludhiana,518864.3,Rice,258750.0,Rice: 258750.0ha; Wheat: 250750.0ha; Sugarcane: 2650.0ha; Moong(Green Gram): 1414.3ha; Rapeseed &Mustard: 1350.0ha
Punjab,Mansa,347192.9,Wheat,171250.0,Wheat: 171250.0ha; Rice: 111250.0ha; Cotton(lint): 57825.0ha; Guar seed: 3550.0ha; Rapeseed &Mustard: 1525.0ha
Punjab,Moga,357850.0,Rice,180250.0,Rice: 180250.0ha; Wheat: 175000.0ha; Moong(Green Gram): 900.0ha; Rapeseed &Mustard: 525.0ha; Barley: 325.0ha
Punjab,Muktsar,426835.0,Wheat,213000.0,Wheat: 213000.0ha; Rice: 178750.0ha; Cotton(lint): 31350.0ha; Guar seed: 1450.0ha; Rapeseed &Mustard: 650.0ha
Punjab,Nawanshahr,153166.7,Wheat,76666.7,Wheat: 76666.7ha; Rice: 60000.0ha; Maize: 8233.3ha; Sugarcane: 6000.0ha; Rapeseed &Mustard: 1666.7ha
Punjab,Pathankot,84283.3,Wheat,40750.0,Wheat: 40750.0ha; Rice: 28000.0ha; Maize: 8175.0ha; Sugarcane: 4050.0ha; Urad: 1233.3ha
Punjab,Patiala,474691.7,Rice,233500.0,Rice: 233500.0ha; Wheat: 232500.0ha; Sugarcane: 1900.0ha; Peas & beans (Pulses): 1500.0ha; Urad: 1100.0ha
Punjab,Rupnagar,135200.0,Wheat,68250.0,Wheat: 68250.0ha; Rice: 39750.0ha; Maize: 21225.0ha; Sugarcane: 2550.0ha; Rapeseed &Mustard: 1850.0ha
Punjab,S,91366.7,Wheat,50000.0,Wheat: 50000.0ha; Rice: 30500.0ha; Maize: 6375.0ha; Sugarcane: 1050.0ha; Rapeseed &Mustard: 800.0ha
Punjab,Sangrur,586741.7,Wheat,288750.0,Wheat: 288750.0ha; Rice: 284500.0ha; Cotton(lint): 5125.0ha; Sugarcane: 3150.0ha; Barley: 1525.0ha
Punjab,Shahid Bhagat Singh Nagar,152500.0,Wheat,77000.0,Wheat: 77000.0ha; Rice: 60000.0ha; Maize: 7700.0ha; Sugarcane: 6000.0ha; Rapeseed &Mustard: 1100.0ha
Punjab,Tarn Taran,374052.4,Wheat,186500.0,Wheat: 186500.0ha; Rice: 184500.0ha; Sugarcane: 750.0ha; Moong(Green Gram): 585.7ha; Sesamum: 575.0ha
Rajasthan,Ajmer,647855.7,Jowar,139483.2,Jowar: 139483.2ha; Gram: 120133.8ha; Moong(Green Gram): 112535.8ha; Bajra: 60872.2ha; Wheat: 51825.8ha
Rajasthan,Alwar,844655.1,Bajra,276952.0,Bajra: 276952.0ha; Rapeseed &Mustard: 243655.5ha; Wheat: 198484.0ha; Cotton(lint): 54330.0ha; Jowar: 22897.0ha
Rajasthan,Banswara,352540.0,Maize,116411.5,Maize: 116411.5ha; Wheat: 95396.8ha; Soyabean: 68947.0ha; Rice: 28516.2ha; Gram: 13711.2ha
Rajasthan,Baran,657027.9,Soyabean,206750.2,Soyabean: 206750.2ha; Wheat: 151663.0ha; Urad: 83190.5ha; Rapeseed &Mustard: 79644.0ha; Gram: 42498.0ha
Rajasthan,Barmer,1590800.8,Bajra,887259.2,Bajra: 887259.2ha; Guar seed: 345289.0ha; Moth: 208509.8ha; Moong(Green Gram): 70085.0ha; Castor seed: 26901.5ha
Rajasthan,Bharatpur,567396.0,Rapeseed &Mustard,216208.5,Rapeseed &Mustard: 216208.5ha; Wheat: 145742.8ha; Bajra: 126352.2ha; Jowar: 49624.5ha; Guar seed: 8891.0ha
Rajasthan,Bhilwara,626494.4,Maize,164708.2,Maize: 164708.2ha; Wheat: 119971.5ha; Urad: 78742.5ha; Jowar: 52375.5ha; Gram: 50003.0ha
Rajasthan,Bikaner,1992725.6,Guar seed,728733.8,Guar seed: 728733.8ha; Moth: 336181.5ha; Gram: 241566.0ha; Groundnut: 219854.2ha; Rapeseed &Mustard: 121051.2ha
Rajasthan,Bundi,483717.2,Wheat,157774.2,Wheat: 157774.2ha; Urad: 117864.5ha; Rice: 49848.5ha; Soyabean: 40344.2ha; Rapeseed &Mustard: 40030.0ha
Rajasthan,Chittorgarh,532017.6,Wheat,157629.0,Wheat: 157629.0ha; Maize: 111794.5ha; Soyabean: 110922.0ha; Rapeseed &Mustard: 32729.5ha; Gram: 27316.5ha
Rajasthan,Churu,1470343.5,Moth,312068.5,Moth: 312068.5ha; Bajra: 262013.2ha; Moong(Green Gram): 229137.8ha; Guar seed: 226563.8ha; Gram: 217545.5ha
Rajasthan,Dausa,351848.3,Bajra,152291.5,Bajra: 152291.5ha; Wheat: 90910.0ha; Rapeseed &Mustard: 52420.5ha; Gram: 16168.0ha; Guar seed: 10932.8ha
Rajasthan,Dholpur,231129.3,Bajra,87993.0,Bajra: 87993.0ha; Rapeseed &Mustard: 65678.2ha; Wheat: 62279.8ha; Potato: 8708.0ha; Sesamum: 2591.2ha
Rajasthan,Dungarpur,196133.8,Maize,61733.8,Maize: 61733.8ha; Wheat: 50799.0ha; Soyabean: 33329.5ha; Rice: 16561.2ha; Gram: 12852.0ha
Rajasthan,Ganganagar,1216570.9,Guar seed,325207.2,Guar seed: 325207.2ha; Wheat: 264367.2ha; Rapeseed &Mustard: 227215.8ha; Cotton(lint): 138969.5ha; Gram: 87440.5ha
Rajasthan,Hanumangarh,1316288.5,Guar seed,407972.8,Guar seed: 407972.8ha; Wheat: 248410.5ha; Cotton(lint): 186056.2ha; Gram: 141100.2ha; Rapeseed &Mustard: 120524.0ha
Rajasthan,Jaipur,945568.7,Bajra,300709.5,Bajra: 300709.5ha; Wheat: 145549.2ha; Moong(Green Gram): 118722.0ha; Rapeseed &Mustard: 86825.8ha; Gram: 81878.2ha
Rajasthan,Jaisalmer,992394.0,Guar seed,536856.2,Guar seed: 536856.2ha; Gram: 161459.8ha; Bajra: 113157.8ha; Moong(Green Gram): 53673.0ha; Rapeseed &Mustard: 44511.0ha
Rajasthan,Jalore,743230.7,Bajra,320758.2,Bajra: 320758.2ha; Moong(Green Gram): 121525.5ha; Rapeseed &Mustard: 78901.0ha; Castor seed: 54538.0ha; Guar seed: 54103.5ha
Rajasthan,Jhalawar,623594.5,Soyabean,224343.2,Soyabean: 224343.2ha; Wheat: 118283.8ha; Coriander: 56257.5ha; Gram: 46772.0ha; Rapeseed &Mustard: 44777.8ha
Rajasthan,Jhunjhunu,610629.0,Bajra,214836.2,Bajra: 214836.2ha; Wheat: 81242.0ha; Gram: 68703.0ha; Rapeseed &Mustard: 67787.0ha; Guar seed: 61262.8ha
Rajasthan,Jodhpur,1547246.4,Bajra,400133.5,Bajra: 400133.5ha; Moong(Green Gram): 313538.8ha; Guar seed: 170551.0ha; Rapeseed &Mustard: 160023.0ha; Groundnut: 127058.2ha
Rajasthan,Karauli,322539.4,Bajra,129865.2,Bajra: 129865.2ha; Rapeseed &Mustard: 81360.2ha; Wheat: 79157.0ha; Sesamum: 16992.8ha; Gram: 8831.0ha
Rajasthan,Kota,512639.8,Soyabean,148500.5,Soyabean: 148500.5ha; Wheat: 142751.2ha; Urad: 73202.5ha; Rapeseed &Mustard: 41058.5ha; Gram: 35632.0ha
Rajasthan,Nagaur,1487971.2,Moong(Green Gram),614910.5,Moong(Green Gram): 614910.5ha; Bajra: 313869.8ha; Guar seed: 92276.8ha; other oilseeds: 83934.5ha; Moth: 72283.2ha
Rajasthan,Pali,753432.3,Moong(Green Gram),276793.5,Moong(Green Gram): 276793.5ha; Wheat: 81283.0ha; Gram: 80980.8ha; Jowar: 77937.8ha; Sesamum: 59661.0ha
Rajasthan,Pratapgarh,306508.5,Soyabean,131979.2,Soyabean: 131979.2ha; Wheat: 71791.2ha; Maize: 41939.5ha; Gram: 21387.5ha; Rapeseed &Mustard: 11946.2ha
Rajasthan,Rajsamand,127794.9,Maize,63441.2,Maize: 63441.2ha; Wheat: 30598.0ha; Jowar: 10112.2ha; Barley: 7090.5ha; Cotton(lint): 4233.0ha
Rajasthan,Sawai Madhopur,420627.1,Rapeseed &Mustard,142831.5,Rapeseed &Mustard: 142831.5ha; Wheat: 73431.2ha; Bajra: 66501.2ha; Urad: 58673.8ha; Gram: 32751.2ha
Rajasthan,Sikar,687114.3,Bajra,270794.5,Bajra: 270794.5ha; Wheat: 86537.8ha; Guar seed: 85308.8ha; Moong(Green Gram): 56114.2ha; Gram: 47936.0ha
Rajasthan,Sirohi,191209.2,Castor seed,38740.8,Castor seed: 38740.8ha; Wheat: 30636.5ha; Maize: 20424.0ha; Sesamum: 18591.0ha; Groundnut: 16168.0ha
Rajasthan,Tonk,712647.0,Rapeseed &Mustard,245858.0,Rapeseed &Mustard: 245858.0ha; Urad: 94821.2ha; Gram: 79313.2ha; Moong(Green Gram): 74372.5ha; Jowar: 60192.0ha
Rajasthan,Udaipur,331444.6,Maize,163620.5,Maize: 163620.5ha; Wheat: 79834.5ha; Soyabean: 22653.8ha; Guar seed: 11176.0ha; Gram: 9627.2ha
Sikkim,East District,19167.4,Maize,8716.2,Maize: 8716.2ha; Rice: 4681.5ha; Rapeseed &Mustard: 1499.0ha; Other Cereals: 1215.8ha; Soyabean: 1075.5ha
Sikkim,North District,5598.8,Maize,2768.5,Maize: 2768.5ha; Rice: 938.5ha; Small millets: 609.8ha; Rapeseed &Mustard: 311.0ha; Soyabean: 302.0ha
Sikkim,South District,22846.3,Maize,13547.5,Maize: 13547.5ha; Rice: 1770.0ha; Urad: 1705.0ha; Other Cereals: 1337.5ha; Soyabean: 1264.0ha
Sikkim,West District,18127.1,Maize,13248.0,Maize: 13248.0ha; Rice: 2090.8ha; Urad: 641.5ha; Other Kharif pulses: 525.5ha; Other Cereals: 523.5ha
Tamil Nadu,Ariyalur,67326.6,Cashewnut,30361.5,Cashewnut: 30361.5ha; Rice: 8407.8ha; Maize: 7731.6ha; Sugarcane: 4947.8ha; Cotton(lint): 4927.4ha
Tamil Nadu,Chengalpattu,1921.0,Coconut,1905.0,Coconut: 1905.0ha; Small millets: 5.0ha; Other Kharif pulses: 5.0ha; Other Cereals: 4.0ha; Maize: 2.0ha
Tamil Nadu,Chennai,157.8,Rice,60.8,Rice: 60.8ha; Coconut: 60.0ha; Banana: 30.0ha; Sesamum: 3.0ha; Moong(Green Gram): 2.0ha
Tamil Nadu,Coimbatore,123587.3,Coconut,87174.0,Coconut: 87174.0ha; Jowar: 13224.4ha; Banana: 6758.8ha; Arecanut: 1946.8ha; Maize: 1896.0ha
Tamil Nadu,Cuddalore,169305.6,Rice,52863.9,Rice: 52863.9ha; Cashewnut: 29187.0ha; Urad: 25205.6ha; Sugarcane: 18190.2ha; Maize: 10437.1ha
Tamil Nadu,Dharmapuri,109064.3,Jowar,13852.4,Jowar: 13852.4ha; Tapioca: 11434.0ha; Arhar/Tur: 9026.8ha; Coconut: 8128.5ha; Other Kharif pulses: 6972.3ha
Tamil Nadu,Dindigul,99907.5,Coconut,29314.2,Coconut: 29314.2ha; Jowar: 24368.8ha; Maize: 12528.0ha; Urad: 5051.6ha; Cowpea(Lobia): 3321.2ha
Tamil Nadu,Erode,89587.9,Coconut,14332.0,Coconut: 14332.0ha; Sugarcane: 13277.8ha; Banana: 12326.8ha; Groundnut: 9123.9ha; Rice: 8159.1ha
Tamil Nadu,Kallakurichi,638.0,Small millets,356.0,Small millets: 356.0ha; Coconut: 245.0ha; Castor seed: 36.0ha; Other Cereals: 1.0ha
Tamil Nadu,Kanchipuram,45065.1,Rice,32093.5,Rice: 32093.5ha; Groundnut: 5523.8ha; Coconut: 2065.8ha; Sugarcane: 1779.8ha; Urad: 1622.5ha
Tamil Nadu,Kanniyakumari,36857.2,Coconut,24273.2,Coconut: 24273.2ha; Banana: 5204.8ha; Rice: 4470.9ha; Tapioca: 1117.5ha; Cashewnut: 982.0ha
Tamil Nadu,Karur,36708.2,Jowar,9022.0,Jowar: 9022.0ha; Coconut: 6728.8ha; Rice: 5341.0ha; Banana: 2607.2ha; Arhar/Tur: 2085.6ha
Tamil Nadu,Krishnagiri,90409.1,Ragi,19978.6,Ragi: 19978.6ha; Coconut: 15267.5ha; Horse-gram: 10316.3ha; Rice: 8740.1ha; Other Kharif pulses: 8144.7ha
Tamil Nadu,Madurai,54869.1,Rice,12026.4,Rice: 12026.4ha; Coconut: 10709.5ha; Maize: 6210.4ha; Jowar: 5317.1ha; Cotton(lint): 5158.9ha
Tamil Nadu,Nagapattinam,119879.8,Rice,66766.2,Rice: 66766.2ha; Moong(Green Gram): 25706.4ha; Urad: 17584.1ha; Coconut: 3607.8ha; Cotton(lint): 1721.5ha
Tamil Nadu,Namakkal,112982.2,Jowar,35399.8,Jowar: 35399.8ha; Tapioca: 17021.2ha; Groundnut: 14785.1ha; Sugarcane: 10723.2ha; Coconut: 8639.5ha
Tamil Nadu,Perambalur,52808.8,Maize,25884.5,Maize: 25884.5ha; Cotton(lint): 11074.5ha; Sugarcane: 4091.0ha; Onion: 3699.2ha; Rice: 2132.7ha
Tamil Nadu,Pudukkottai,62853.4,Rice,31755.7,Rice: 31755.7ha; Coconut: 9802.0ha; Cashewnut: 5520.2ha; Groundnut: 4996.5ha; Sugarcane: 3011.0ha
Tamil Nadu,Ramanathapuram,167062.4,Rice,125349.2,Rice: 125349.2ha; Dry chillies: 16555.8ha; Coconut: 7846.0ha; Jowar: 4527.8ha; Groundnut: 2323.0ha
Tamil Nadu,Ranipet,1023.0,Coconut,915.0,Coconut: 915.0ha; Other Kharif pulses: 102.0ha; Other Rabi pulses: 6.0ha
Tamil Nadu,Salem,139066.4,Jowar,24349.0,Jowar: 24349.0ha; Maize: 16542.4ha; Coconut: 13076.2ha; Tapioca: 9848.5ha; Cowpea(Lobia): 9799.8ha
Tamil Nadu,Sivaganga,49100.4,Rice,27122.0,Rice: 27122.0ha; Coconut: 7155.5ha; Dry chillies: 4641.5ha; Cashewnut: 3135.0ha; Sugarcane: 2839.8ha
Tamil Nadu,Tenkasi,11692.0,Coconut,11618.0,Coconut: 11618.0ha; Other Cereals: 69.0ha; Castor seed: 3.0ha; Other Kharif pulses: 2.0ha
Tamil Nadu,Thanjavur,139334.3,Rice,69570.6,Rice: 69570.6ha; Coconut: 37593.8ha; Urad: 12939.0ha; Sugarcane: 4916.5ha; Banana: 3688.5ha
Tamil Nadu,The Nilgiris,4345.1,Black pepper,982.8,Black pepper: 982.8ha; Cardamom: 931.5ha; Banana: 636.0ha; Potato: 469.1ha; Arecanut: 363.5ha
Tamil Nadu,Theni,60704.8,Coconut,21202.8,Coconut: 21202.8ha; Banana: 5493.5ha; Jowar: 4508.1ha; Rice: 3569.6ha; Sugarcane: 3509.5ha
Tamil Nadu,Thiruvallur,55384.1,Rice,38505.8,Rice: 38505.8ha; Sugarcane: 5209.0ha; Moong(Green Gram): 4487.0ha; Groundnut: 3207.8ha; Sesamum: 730.6ha
Tamil Nadu,Thiruvarur,136392.1,Rice,73756.6,Rice: 73756.6ha; Moong(Green Gram): 28640.7ha; Urad: 19639.6ha; Cotton(lint): 6484.0ha; Coconut: 4964.2ha
Tamil Nadu,Thoothukudi,125875.0,Maize,24379.8,Maize: 24379.8ha; Urad: 24365.8ha; Moong(Green Gram): 18123.4ha; Dry chillies: 12025.7ha; Jowar: 9825.7ha
Tamil Nadu,Tiruchirappalli,78905.7,Rice,16757.5,Rice: 16757.5ha; Jowar: 16603.8ha; Banana: 6363.2ha; Maize: 6308.6ha; Cotton(lint): 6107.4ha
Tamil Nadu,Tirunelveli,80977.6,Rice,25538.5,Rice: 25538.5ha; Urad: 15926.6ha; Coconut: 13558.8ha; Maize: 6439.8ha; Banana: 5879.5ha
Tamil Nadu,Tirupathur,13994.0,Coconut,11351.0,Coconut: 11351.0ha; Small millets: 1917.0ha; Other Kharif pulses: 522.0ha; Castor seed: 124.0ha; Other Rabi pulses: 40.0ha
Tamil Nadu,Tiruppur,118780.9,Coconut,60905.2,Coconut: 60905.2ha; Jowar: 18368.8ha; Maize: 10360.2ha; Rice: 4225.1ha; Groundnut: 3540.1ha
Tamil Nadu,Tiruvannamalai,141720.0,Rice,49858.4,Rice: 49858.4ha; Groundnut: 33661.8ha; Sugarcane: 19076.0ha; Urad: 16593.0ha; Small millets: 4889.0ha
Tamil Nadu,Tuticorin,130562.0,Maize,33233.0,Maize: 33233.0ha; Urad: 27673.5ha; Moong(Green Gram): 12670.5ha; Dry chillies: 11067.0ha; Jowar: 8775.5ha
Tamil Nadu,Vellore,93485.2,Rice,18571.4,Rice: 18571.4ha; Coconut: 17462.2ha; Groundnut: 16589.6ha; Arhar/Tur: 8682.0ha; Sugarcane: 5033.5ha
