id,kvk_name,state,district,host_institution,latitude,longitude,phone,pincode
kvk_718,"Krishi Vigyan Kendra, KANNAUJ",Uttar Pradesh,KANNAUJ,,,,+91-051-88476,518299
kvk_719,"Krishi Vigyan Kendra, KANPUR DEHAT",Uttar Pradesh,KANPUR DEHAT,,,,+91-011-19293,119137
kvk_720,"Krishi Vigyan Kendra, KANPUR NAGAR",Uttar Pradesh,KANPUR NAGAR,,,,+91-017-74991,174965
kvk_721,"Krishi Vigyan Kendra, KASGANJ",Uttar Pradesh,KASGANJ,,,,+91-067-68260,678185
kvk_722,"Krishi Vigyan Kendra, KAUSHAMBI",Uttar Pradesh,KAUSHAMBI,,,,+91-085-67658,857555
kvk_723,"Krishi Vigyan Kendra, KHERI",Uttar Pradesh,KHERI,,,,+91-058-93108,582939
kvk_724,"Krishi Vigyan Kendra, KUSHI NAGAR",Uttar Pradesh,KUSHI NAGAR,,,,+91-077-76007,775853
kvk_725,"Krishi Vigyan Kendra, LALITPUR",Uttar Pradesh,LALITPUR,,,,+91-026-14106,264061
kvk_726,"Krishi Vigyan Kendra, LUCKNOW",Uttar Pradesh,LUCKNOW,,,,+91-081-56514,816342
kvk_727,"Krishi Vigyan Kendra, MAHARAJGANJ",Uttar Pradesh,MAHARAJGANJ,,,,+91-027-81799,271694
kvk_728,"Krishi Vigyan Kendra, MAHOBA",Uttar Pradesh,MAHOBA,,,,+91-077-74500,774320
kvk_729,"Krishi Vigyan Kendra, MAINPURI",Uttar Pradesh,MAINPURI,,,,+91-029-12198,292066
kvk_730,"Krishi Vigyan Kendra, MATHURA",Uttar Pradesh,MATHURA,,,,+91-044-11910,441759
kvk_731,"Krishi Vigyan Kendra, MAU",Uttar Pradesh,MAU,,,,+91-050-19591,509448
kvk_732,"Krishi Vigyan Kendra, MEERUT",Uttar Pradesh,MEERUT,,,,+91-024-59093,249014
kvk_733,"Krishi Vigyan Kendra, MIRZAPUR",Uttar Pradesh,MIRZAPUR,,,,+91-055-65334,555321
kvk_734,"Krishi Vigyan Kendra, MORADABAD",Uttar Pradesh,MORADABAD,,,,+91-041-44555,414474
kvk_735,"Krishi Vigyan Kendra, MUZAFFARNAGAR",Uttar Pradesh,MUZAFFARNAGAR,,,,+91-052-97730,527657
kvk_736,"Krishi Vigyan Kendra, NAINITAL",Uttar Pradesh,NAINITAL,,,,+91-072-60010,729995
kvk_737,"Krishi Vigyan Kendra, PAURI GARHWAL",Uttar Pradesh,PAURI GARHWAL,,,,+91-024-27409,247321
kvk_738,"Krishi Vigyan Kendra, PILIBHIT",Uttar Pradesh,PILIBHIT,,,,+91-051-53060,512926
kvk_739,"Krishi Vigyan Kendra, PITHORAGARH",Uttar Pradesh,PITHORAGARH,,,,+91-077-43857,773850
kvk_740,"Krishi Vigyan Kendra, PRATAPGARH",Uttar Pradesh,PRATAPGARH,,,,+91-033-28270,338155
kvk_741,"Krishi Vigyan Kendra, RAE BARELI",Uttar Pradesh,RAE BARELI,,,,+91-064-91717,641660
kvk_742,"Krishi Vigyan Kendra, RAMPUR",Uttar Pradesh,RAMPUR,,,,+91-056-49948,569822
kvk_743,"Krishi Vigyan Kendra, RUDRA PRAYAG",Uttar Pradesh,RUDRA PRAYAG,,,,+91-045-27855,457704
kvk_744,"Krishi Vigyan Kendra, SAHARANPUR",Uttar Pradesh,SAHARANPUR,,,,+91-031-30666,310638
kvk_745,"Krishi Vigyan Kendra, SAMBHAL",Uttar Pradesh,SAMBHAL,,,,+91-014-14595,144560
kvk_746,"Krishi Vigyan Kendra, SANT KABEER NAGAR",Uttar Pradesh,SANT KABEER NAGAR,,,,+91-068-12055,681910
kvk_747,"Krishi Vigyan Kendra, SANT RAVIDAS NAGAR",Uttar Pradesh,SANT RAVIDAS NAGAR,,,,+91-012-25620,125542
kvk_748,"Krishi Vigyan Kendra, SHAHJAHANPUR",Uttar Pradesh,SHAHJAHANPUR,,,,+91-079-67559,797422
kvk_749,"Krishi Vigyan Kendra, SHAMLI",Uttar Pradesh,SHAMLI,,,,+91-064-38023,647974
kvk_750,"Krishi Vigyan Kendra, SHRAVASTI",Uttar Pradesh,SHRAVASTI,,,,+91-025-37609,257469
kvk_751,"Krishi Vigyan Kendra, SIDDHARTH NAGAR",Uttar Pradesh,SIDDHARTH NAGAR,,,,+91-022-91638,221525
kvk_752,"Krishi Vigyan Kendra, SITAPUR",Uttar Pradesh,SITAPUR,,,,+91-087-85874,875771
kvk_753,"Krishi Vigyan Kendra, SONBHADRA",Uttar Pradesh,SONBHADRA,,,,+91-016-94717,164596
kvk_754,"Krishi Vigyan Kendra, SULTANPUR",Uttar Pradesh,SULTANPUR,,,,+91-049-63225,493100
kvk_755,"Krishi Vigyan Kendra, TEHRI GARHWAL",Uttar Pradesh,TEHRI GARHWAL,,,,+91-065-18784,658726
kvk_756,"Krishi Vigyan Kendra, UDAM SINGH NAGAR",Uttar Pradesh,UDAM SINGH NAGAR,,,,+91-012-59985,129968
kvk_757,"Krishi Vigyan Kendra, UNNAO",Uttar Pradesh,UNNAO,,,,+91-014-79671,149524
kvk_758,"Krishi Vigyan Kendra, UTTAR KASHI",Uttar Pradesh,UTTAR KASHI,,,,+91-025-63714,253609
kvk_759,"Krishi Vigyan Kendra, VARANASI",Uttar Pradesh,VARANASI,,,,+91-088-93557,883480
kvk_760,"Krishi Vigyan Kendra, ALMORA",Uttarakhand,ALMORA,,,,+91-057-51377,571225
kvk_761,"Krishi Vigyan Kendra, BAGESHWAR",Uttarakhand,BAGESHWAR,,,,+91-054-88156,547996
kvk_762,"Krishi Vigyan Kendra, CHAMOLI",Uttarakhand,CHAMOLI,,,,+91-039-84344,394307
kvk_763,"Krishi Vigyan Kendra, CHAMPAWAT",Uttarakhand,CHAMPAWAT,,,,+91-063-85850,635715
kvk_764,"Krishi Vigyan Kendra, DEHRADUN",Uttarakhand,DEHRADUN,,,,+91-082-99160,829153
kvk_765,"Krishi Vigyan Kendra, HARIDWAR",Uttarakhand,HARIDWAR,,,,+91-061-90840,610766
kvk_766,"Krishi Vigyan Kendra, NAINITAL",Uttarakhand,NAINITAL,,,,+91-037-62958,372947
kvk_767,"Krishi Vigyan Kendra, PAURI GARHWAL",Uttarakhand,PAURI GARHWAL,,,,+91-068-41936,681930
kvk_768,"Krishi Vigyan Kendra, PITHORAGARH",Uttarakhand,PITHORAGARH,,,,+91-078-22344,782276
kvk_769,"Krishi Vigyan Kendra, RUDRA PRAYAG",Uttarakhand,RUDRA PRAYAG,,,,+91-016-68723,168723
kvk_770,"Krishi Vigyan Kendra, TEHRI GARHWAL",Uttarakhand,TEHRI GARHWAL,,,,+91-075-26221,756058
kvk_771,"Krishi Vigyan Kendra, UDAM SINGH NAGAR",Uttarakhand,UDAM SINGH NAGAR,,,,+91-076-90212,760093
kvk_772,"Krishi Vigyan Kendra, UTTAR KASHI",Uttarakhand,UTTAR KASHI,,,,+91-080-48016,807844
kvk_773,"Krishi Vigyan Kendra, 24 PARAGANAS NORTH",West Bengal,24 PARAGANAS NORTH,,,,+91-015-24923,154758
kvk_774,"Krishi Vigyan Kendra, 24 PARAGANAS SOUTH",West Bengal,24 PARAGANAS SOUTH,,,,+91-067-91585,671493
kvk_775,"Krishi Vigyan Kendra, ALIPURDUAR",West Bengal,ALIPURDUAR,,,,+91-028-99155,288998
kvk_776,"Krishi Vigyan Kendra, BANKURA",West Bengal,BANKURA,,,,+91-088-95482,885379
kvk_777,"Krishi Vigyan Kendra, BIRBHUM",West Bengal,BIRBHUM,,,,+91-070-36381,706210
kvk_778,"Krishi Vigyan Kendra, COOCHBEHAR",West Bengal,COOCHBEHAR,,,,+91-019-91978,191952
kvk_779,"Krishi Vigyan Kendra, DARJEELING",West Bengal,DARJEELING,,,,+91-045-80452,450319
kvk_780,"Krishi Vigyan Kendra, DINAJPUR DAKSHIN",West Bengal,DINAJPUR DAKSHIN,,,,+91-079-66921,796888
kvk_781,"Krishi Vigyan Kendra, DINAJPUR UTTAR",West Bengal,DINAJPUR UTTAR,,,,+91-046-98568,468383
kvk_782,"Krishi Vigyan Kendra, HOOGHLY",West Bengal,HOOGHLY,,,,+91-047-16038,475852
kvk_783,"Krishi Vigyan Kendra, HOWRAH",West Bengal,HOWRAH,,,,+91-020-46533,206411
kvk_784,"Krishi Vigyan Kendra, JALPAIGURI",West Bengal,JALPAIGURI,,,,+91-052-91218,521145
kvk_785,"Krishi Vigyan Kendra, JHARGRAM",West Bengal,JHARGRAM,,,,+91-037-94534,374454
kvk_786,"Krishi Vigyan Kendra, KALIMPONG",West Bengal,KALIMPONG,,,,+91-042-58036,427955
kvk_787,"Krishi Vigyan Kendra, MALDAH",West Bengal,MALDAH,,,,+91-077-72084,771930
kvk_788,"Krishi Vigyan Kendra, MEDINIPUR EAST",West Bengal,MEDINIPUR EAST,,,,+91-068-70692,680617
kvk_789,"Krishi Vigyan Kendra, MEDINIPUR WEST",West Bengal,MEDINIPUR WEST,,,,+91-050-45214,505106
kvk_790,"Krishi Vigyan Kendra, MURSHIDABAD",West Bengal,MURSHIDABAD,,,,+91-071-40205,710086
kvk_791,"Krishi Vigyan Kendra, NADIA",West Bengal,NADIA,,,,+91-014-41396,141214
kvk_792,"Krishi Vigyan Kendra, PASCHIM BARDHAMAN",West Bengal,PASCHIM BARDHAMAN,,,,+91-084-21850,841764
kvk_793,"Krishi Vigyan Kendra, PURBA BARDHAMAN",West Bengal,PURBA BARDHAMAN,,,,+91-083-73972,833904
kvk_794,"Krishi Vigyan Kendra, PURULIA",West Bengal,PURULIA,,,,+91-045-26145,456020
